ID,파일명,대주제,소주제,불공정 약관 원문,시정 요청 사유,근거 조항,수정 후 약관 조항
10044,160125(조간)여신전문금융약관시정_보도자료,기타 불공정 조항,체크카드 약관 : 연체 이자를 과다하게 산정하는 조항,회원은 신용 한도에 의한 카드 대금을 결제하지 못한 경우 그 익일부터 변제일까지 다음 산식의 연체료를 부담하여야 합니다. 연체료 = 연체원금 ×연체이율 ×연체일수 / 365,고객이 지정된 결제일에 채무를 갚지 못한다면 결제일 다음날부터는연체가시작된 것으로 보아야 할 것이나 채무를 갚은 날(위 약관상 ‘변제일’)은연체가 계속 있는 것으로 볼 수 없으므로 연체 일수 계산 시 변제일은포함시키지 않는 것이 타당함.,약관법 제6조 제2항 제1호,
10045,160125(조간)여신전문금융약관시정_보도자료,계약조건의 일방적 변경 조항,세이브 서비스* 약관 : 카드사 임의로 이용 한도를 조정하는 조항,"회사는 세이브 서비스 상환 기간 동안 회원님의 원활한 포인트 적립 및 상환을위해 신용도 및 이용실적 등을 고려하여 이용 한도를 조정할 수 있으며, 조정된한도는 청구서로 통지해 드립니다.","신용카드업자는회원에게 이용 한도의 증액을 신청하도록 권유해서는 안되고, 회원이 신청한 경우에 한하여 이용 한도를 증액할 수 있음.  카드사별 회원 유치 경쟁으로 이용 한도가 과도하게 부여되면 신용카드남용등 경제·사회적 부작용이 발생하므로 회원에게 이용 한도 증액을 신청토록권유하는 행위를 금지한 것임.<여신전문금융업감독규정>
 제24조의5(결제능력 심사기준 및 이용한도 책정시 준수사항)
 ③ 법 제24조제5호에 따라 신용카드업자는 회원의 신용카드 이용한도를 책정함에 있어 과도한이용한도 책정으로 인하여 신용카드가 남용되지 않도록 다음 각호의 사항을 준수하여야 한다.
 1. 회원 등이 신청한 범위 내에서 이용한도를 책정하고, 회원에게 이용한도의 증액을 신청하도록 권유하지 아니할 것
 <신용카드 발급 및 이용한도 부여에 관한 모범 규준>
 제11조(이용한도의 조정절차) ②회원이 이미 신청한 범위를 초과하여 이용한도를 증액하는 것은 회원이 신청한 경우에 한하며, 이 때 신용카드업자는 회원에게 이용한도의 증액을신청하도록 권유하지 아니한다.
 <신용카드 개인회원 표준약관>
 ④이용한도를 감액하는 경우에는 회원이 요청하는 경우를 제외하고 적용예정일로부터 14일이전에 단문메세지서비스(SMS), 전자우편(E-MAIL) 등 2가지 이상의 방법으로 통지하여 드립니다. 그런데 위 약관 조항은 회원 동의 ‧ 요청없이도 이용한도의 증액이가능하도록 정하고 있거나 감액 시 회원에게 개별적으로 통지하는 절차와관련된내용이 결여되어 있음",약관법제6조제2항 제1호,
10046,160125(조간)여신전문금융약관시정_보도자료,담보물·근저당 관련 조항,근저 당권 설정 약관: 근저당 물건에 부속된 물건이기만 하면 근저당권의 효력이 당연히 미친,"근저당권의 효력은 본 근저당물건에 부속한 일체의 물품과 장래 수리, 정비, 구조변경 또는 개조, 기타 사유로 부가 종속 될 제 장치·기계·기구 등 일체의부속물건에도 당연히 미치는 것으로 합니다.",저당권의 효력은 저당부동산에 부합된 물건과 종물에 미침.(민법 제358조)  근저당 물건에 부속된 물건이 저당부동산의 부합물에 해당되는지 여부를판단하기 위해서는 부속된 물건이 독립된 건물로서의 가치와 기능을 갖는지아니면 독립된 건물로서 가치가 없고 주건물의 사용 편의에만 제공되는것인지를 구분해야 함.(대법원 1991년 4월 12일 선고 90다11967판결)  부속 물건의 독립성이 인정되는 경우에는 저당권의 효력이 미치지않음.  그런데 위 약관 조항은 근저당 물건에 부속된 물건이 독립된 물건으로서가치와 기능을 갖는지 여부를 묻지 않고 근저당 물건에 부속된 물건이기만하면 근저 당권의 효력이 미칠 수 있도록 정하고 있음.,약관법제6조 제2항 제1호,
10047,160125(조간)여신전문금융약관시정_보도자료,기타 불공정 조항,담보 대출 약관 : 인지세 전액을 고객에게 부담시키는 조항,이 약정서 작성에 따른 인지세가 발생할 경우 고객이 부담하기로 합니다.,"재산에 관한 권리 등의 창설·이전 또는 변경에 관한 계약서나 이를증명하는 문서를 작성한 자는 그 문서에 대한 인지세를 납부해야하고, 만약 2인 이상이 공동으로 문서를 작성한 경우 그 작성자는 인지세를연대하여 납부해야 함.인지세법
 제1조(납세의무) ① 국내에서 재산에 관한 권리 등의 창설·이전 또는 변경에 관한계약서나 이를 증명하는 그 밖의 문서를 작성하는 자는 해당 문서를 작성할 때에이 법에 따라 그 문서에 대한 인지세를 납부할 의무가 있다.
 ② 2인 이상이 공동으로 문서를 작성하는 경우 그 작성자는 해당 문서에 대한인지세를 연대(連帶)하여 납부할 의무가 있다.대출 거래 약관의 작성자는 쌍방 계약 당사자인 금융회사와 채무자이므로금융회사와 채무자가 인지세를 각각 50%씩 부담하는 것이 바람직함.",약관법 제6조 제2항 제1호,
10048,160125(조간)여신전문금융약관시정_보도자료,계약조건의 일방적 변경 조항,신용카드 약관 : 채무자의 신용과는 관계없는 사유로 기한의 이익을 상실시키는 조항,"회원에 관하여 다음 각 호에서 정한 사유 중 하나라도 발생한 경우에는 은행으로부터의 독촉·통지 등이 없어도, 회원은 당연히 은행에 대한 모든 채무의기한의 이익을 상실하여 곧 이를 갚아야 할 의무를 집니다. 1.~7. (생략) 8. 입회신청서의 기재사항을 허위로 작성한 경우 9. 카드이용대금 또는 기타 은행에 대한 채무를 은행이 정한 이용정지 기준이상 연체하였을 경우 10. 이 규약에서 정한 사항을 위반한 경우 11. 관련 법규 등에서 정하는 사항을","기한의 이익을 상실케 하는 것은 계약의 해지와 같이 중도에 법률관계를종료시키는 중대한 법률 요건이므로 기한의 이익을 박탈하기 위해서는상당한 이유가 있어야 하고 그 이유는 구체적이고 명시적이어야 함.  민법 제388조는 기한의 이익 상실 사유를 담보물이 손상, 감소되거나멸실하게 된 때 등 채무자의 신용 위험이 높아진 경우로 한정
 민법
 제388조(기한의 이익의 상실) 채무자는 다음 각호의 경우에는 기한의 이익을 주장하지 못한다.
 1. 채무자가 담보를 손상, 감소 또는 멸실하게 한 때
 2. 채무자가 담보제공의 의무를 이행하지 아니할때",약관법 제11조 제2호에,
10049,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약조건의 일방적 변경 조항,[신용거래‧ 장외파생상품거래] 가압류 ‧ 가처분을 이유로 한 기한이익상실 및 계약해지 조항,"신용거래약관(금융투자협회 표준약관) 제12조(기한의 이익 상실) ① 고객은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 별도통지없이 기한의 이익을 상실하고 그 즉시 채무를 변제하여야 한다. 5. 회사가 예탁금 등 기타 회사에 대한 채권에 대하여 가압류, 압류명령이나 체납처분 압류통지를 받은 때 또는 기타의 방법에 의한 강제집행의 시작이나 체납처분 착수가 있는 때. 다만, 가압류의 경우에는 채권회수에 중대한 지장이 있는 때에만 기한의 이익(미리 정한 기간 동안 당사자가 누리는 이익을 말한다. 이하 같다)을 상실한다.","기한이익상실* 및 계약해지는 고객의 이해 관계에 중대한 영향을 미치는사항이므로 고객의 신용이나 담보가치에 본질적인 악화가 있는 등고객에게 중대하고 명백한 귀책사유가 있어야 함. 가압류 ‧ 가처분는 불확정채권에 기해 채권자가 일방적으로 취하는 임시적 보전절차로 추측 정도의 심증(소명)만으로도 쉽게 인용(민사집행법§279②, §301)
 되어 남용될 소지가 있음.
 * 전국 법원의 가압류 인용률은 90.27%(2002년～2014년 평균, 대법원 사법연감)
   압류, 체납처분, 파산 ‧ 회생결정과 달리 가압류 ‧ 가처분이 있다는 사실만으로는 고객의 신용이나 담보가치의 본질적인 악화 등 고객에게 계약을해지할 만한 중대하고 명백한 귀책사유가 있다고",약관법 제6조 제2항 제1호,
10050,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약해지·갱신 관련 조항,[신용거래‧ 장외파생상품거래] 가압류 ‧ 가처분을 이유로 한 기한이익상실 및 계약해지 조항,"장외파생상품거래 기본계약서(oo은행 약관) 제 6 조(귀책거래종료사유) 어느 당사자 또는 그의 담보제공인(이하 이들을 합쳐 이 조 및 제7 조에서 “당사자 등”이라 한다)에게 다음 각호의 1 에 해당하는 사유가 발생하는 경우에는 해당 당사자에게 귀책거래종료사유가 발생한 것으로 본다. 13. 당사자 등의 모든 자산 또는 상당한 자산에 대한 가압류나 가처분, 압류, 체납처분, 경매개시, 강제집행 기타 유사한 조치가 이루어진 경우 또는 이 계약서나 개별거래에 의하여 당사자 등이 상대방 당사자에 대하여 갖는 권리의 대상이 되는 자산의 전부 또는 일부에 대하여 압류 또는 가압류, 가처분, 체납처분 또는 기타 이와 유사한 조치가 이루어진 경우","기한이익상실* 및 계약해지는 고객의 이해 관계에 중대한 영향을 미치는사항이므로 고객의 신용이나 담보가치에 본질적인 악화가 있는 등고객에게 중대하고 명백한 귀책사유가 있어야 함. 가압류 ‧ 가처분는 불확정채권에 기해 채권자가 일방적으로 취하는 임시적 보전절차로 추측 정도의 심증(소명)만으로도 쉽게 인용(민사집행법§279②, §301)
 되어 남용될 소지가 있음.
 * 전국 법원의 가압류 인용률은 90.27%(2002년～2014년 평균, 대법원 사법연감)
   압류, 체납처분, 파산 ‧ 회생결정과 달리 가압류 ‧ 가처분이 있다는 사실만으로는 고객의 신용이나 담보가치의 본질적인 악화 등 고객에게 계약을해지할 만한 중대하고 명백한 귀책사유가 있다고",약관법 제6조 제2항 제1호,
10051,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약해지·갱신 관련 조항,[신용거래] 별도의 통지없는 기한이익상실 조항,신용거래약관(금융투자협회 표준약관) 제12조(기한의 이익 상실) ① 고객은 다음 각 호의 어느 하나에 해당하는 경우에는 회사의 별도통지없이 기한의 이익을 상실하고 그 즉시 채무를 변제하여야 한다.,"기한이익 상실 사유가 발생하더라도 기한이익을 상실시키려면 고객에게별도의 통지 등을 해야 함.회사가 별도의 통지를 하지 않더라도 당연히 기한이익을 상실한다면, 고객은 기한이익을 상실하였다는 사실조차 인지하지 못하여 예상하지못한 지연이자 등을 부담할 수 있음.",약관법 제6조 제2항 제1호),
10052,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,면책·책임 제한 조항,[전자금융거래] 사업자 책임 면제 조항,"전자금융거래 이용에 관한 기본약관(금융투자협회 표준약관) 제8조(회사의 책임) ② 제1항에 불구하고 다음 각 호의 어느 하나에 해당하는 사유로 인하여 고객에게 발생하는 손해에 대하여는 고객이 그 책임의 전부 또는 일부를 부담하게 할 수 있다. 6. 천재지변, 전쟁, 테러 또는 회사의 책임있는 사유없이 발생한 정전, 화재, 건물의 훼손 등 불가항력으로 인한 경우","접근 매체의 위조나 변조로 발생한 사고 등 전자금융거래에서 발생한사고로고객에게 손해가 발생한 경우 원칙적으로 금융회사가 책임을 부담함예외적으로 법령에서 정한 이용자의 고의나 중대한 과실이 있는 경우*에 한하여 고객에게 책임의 전부 또는 일부를 부담하게 할 수 있음.(전자금융거래법 제9조, 동 시행령 제8조)해당 약관 조항은 이러한 전자금융거래법상 사업자의 손해 배상 책임을제한하고 있음.
   전자금융거래법에서 정한 고객의 책임 사유 외에 정전, 화재, 건물의 훼손등추가로 규정하고 있음.
   고객에게 중과실이 있는 경우 과실 정도에 따라 고객과 금융회사의책임의범위가 결정되어야 함에도 불구하고, 고객에게 모든 책임을 부담하도록함.* 전자금융거래법 규정
 법 제9조(금융회사 또는 전자금융업자의 책임) ①금융회사 또는 전자금융업자는 다음 각 호의 어느하나에 해당하는 사고로 인하여 이용자에게 손해가 발생한 경우에는 그 손해를 배상할 책임을 진다.
 1. 접근매체의 위조나 변조로 발생한 사고
 2. 계약체결 또는 거래지시의 전자적 전송이나 처리 과정에서 발생한 사고
 3. 전자금융거래를 위한 전자적 장치 또는 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제2조제1항제1호에 따른 정보통신망에 침입하여 거짓이나 그 밖의 부정한 방법으로획득한 접근매체의 이용으로 발생한 사고
 ②제1항의 규정에 불구하고 금융회사 또는 전자금융업자는 다음 각 호의 어느 하나에해당하는 경우에는 그 책임의 전부 또는 일부를 이용자가 부담하게 할 수 있다.
 1. 사고 발생에 있어서 이용자의 고의나 중대한 과실이 있는 경우로서 그 책임의 전부 또는일부를 이용자의 부담으로 할 수 있다는 취지의 약정을 미리 이용자와 체결한 경우시행령 제8조(고의나 중대한 과실의 범위) 법 제9조제3항에 따른 고의나 중대한 과실의범위는 다음 각 호와 같다.
 1. 이용자가 접근매체를 제3자에게 대여하거나 그 사용을 위임한 경우 또는 양도나 담보의목적으로 제공한 경우(법 제18조에 따라 선불전자지급수단이나 전자화폐를 양도하거나 담보로제공한 경우를 제외한다)
 2. 제3자가 권한 없이 이용자의 접근매체를 이용하여 전자금융거래를 할 수 있음을 알았거나쉽게 알 수 있었음에도 불구하고 접근매체를 누설하거나 노출 또는 방치한 경우
 3. 금융회사 또는 전자금융업자가 법 제6조제1항에 따른 확인 외에 보안강화를 위하여 전자금융거래시 요구하는 추가적인 보안조치를 이용자가 정당한 사유 없이 거부하여 법 제9조제1항제3호에 따른사고가 발생한 경우
 4. 이용자가 제3호에 따른 추가적인 보안조치에 사용되는 매체ㆍ수단 또는 정보에 대하여 다음각 목의 어느 하나에 해당하는 행위를 하여 법 제9조제1항제3호에 따른 사고가 발생한 경우가. 누설ㆍ노출 또는 방치한 행위
 나. 제3자에게 대여하거나 그 사용을 위임한 행위 또는 양도나 담보의 목적으로 제공한 행위",약관법 제7조 제2호,
10053,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,면책·책임 제한 조항,[전자금융거래] 사업자 책임 면제 조항,인터넷 F/X딜링 거래약정서(oo 은행 약관) 제12조(면책) 천재지변 등 은행의 책임 있는 사유가 없는 불가항력적인 사유로 서비스의 제공이 지연되거나 중단되는 경우 또는 고객의 고의나 중대한 과실(고객이 접근매체를 제3자에게 대여하거나 사용을 위임한 경우 또는 양도나 담보의 목적으로 제공한 경우 및 제3자가 권한 없이 고객의 접근매체를 이용하여 전자금융거래를 할 수 있음을 알았거나 쉽게 알 수 있었음에도 불구하고 접근매체를 누설하거나 노출 또는 방치한 경우를 의미함)로 인하여 발생한 손해에 대하여 은행은 책임 있는 사유가 없는 한 책임을 지지 않는다.,"접근 매체의 위조나 변조로 발생한 사고 등 전자금융거래에서 발생한사고로고객에게 손해가 발생한 경우 원칙적으로 금융회사가 책임을 부담함예외적으로 법령에서 정한 이용자의 고의나 중대한 과실이 있는 경우*에 한하여 고객에게 책임의 전부 또는 일부를 부담하게 할 수 있음.(전자금융거래법 제9조, 동 시행령 제8조)해당 약관 조항은 이러한 전자금융거래법상 사업자의 손해 배상 책임을제한하고 있음.
   전자금융거래법에서 정한 고객의 책임 사유 외에 정전, 화재, 건물의 훼손등추가로 규정하고 있음.
   고객에게 중과실이 있는 경우 과실 정도에 따라 고객과 금융회사의책임의범위가 결정되어야 함에도 불구하고, 고객에게 모든 책임을 부담하도록함.* 전자금융거래법 규정
 법 제9조(금융회사 또는 전자금융업자의 책임) ①금융회사 또는 전자금융업자는 다음 각 호의 어느하나에 해당하는 사고로 인하여 이용자에게 손해가 발생한 경우에는 그 손해를 배상할 책임을 진다.
 1. 접근매체의 위조나 변조로 발생한 사고
 2. 계약체결 또는 거래지시의 전자적 전송이나 처리 과정에서 발생한 사고
 3. 전자금융거래를 위한 전자적 장치 또는 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」제2조제1항제1호에 따른 정보통신망에 침입하여 거짓이나 그 밖의 부정한 방법으로획득한 접근매체의 이용으로 발생한 사고
 ②제1항의 규정에 불구하고 금융회사 또는 전자금융업자는 다음 각 호의 어느 하나에해당하는 경우에는 그 책임의 전부 또는 일부를 이용자가 부담하게 할 수 있다.
 1. 사고 발생에 있어서 이용자의 고의나 중대한 과실이 있는 경우로서 그 책임의 전부 또는일부를 이용자의 부담으로 할 수 있다는 취지의 약정을 미리 이용자와 체결한 경우시행령 제8조(고의나 중대한 과실의 범위) 법 제9조제3항에 따른 고의나 중대한 과실의범위는 다음 각 호와 같다.
 1. 이용자가 접근매체를 제3자에게 대여하거나 그 사용을 위임한 경우 또는 양도나 담보의목적으로 제공한 경우(법 제18조에 따라 선불전자지급수단이나 전자화폐를 양도하거나 담보로제공한 경우를 제외한다)
 2. 제3자가 권한 없이 이용자의 접근매체를 이용하여 전자금융거래를 할 수 있음을 알았거나쉽게 알 수 있었음에도 불구하고 접근매체를 누설하거나 노출 또는 방치한 경우
 3. 금융회사 또는 전자금융업자가 법 제6조제1항에 따른 확인 외에 보안강화를 위하여 전자금융거래시 요구하는 추가적인 보안조치를 이용자가 정당한 사유 없이 거부하여 법 제9조제1항제3호에 따른사고가 발생한 경우
 4. 이용자가 제3호에 따른 추가적인 보안조치에 사용되는 매체ㆍ수단 또는 정보에 대하여 다음각 목의 어느 하나에 해당하는 행위를 하여 법 제9조제1항제3호에 따른 사고가 발생한 경우가. 누설ㆍ노출 또는 방치한 행위
 나. 제3자에게 대여하거나 그 사용을 위임한 행위 또는 양도나 담보의 목적으로 제공한 행위",약관법 제7조 제2호,
10054,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약해지·갱신 관련 조항,[장외파생상품거래] 즉시 계약 해지 조항,"담보제공의무 불이행 시 최고절차 없이 즉시 계약을 해지하는 조항거래당사자 또는 그 신용제공인에게 다음 각호의 어느 하나에 해당하는 사유가 발생하는 경우에는 계약 해지 사유가 발생한 것으로 본다. 1. 거래당사자 또는 그 신용제공인이 기본계약서 또는 담보관련문서에 의한 담보제공의무의 전부
 또는 일부를 이행하지 아니한 경우","민법상 이행지체 시 상당한 기간을 정하여 이행을 최고하고 그기간내에 이행하지 않을 때에 비로소 계약을 해지할 수 있음.해당 약관 조항은 담보 제공 의무를 위반하는 경우, 채권자 등에의해회생절차 또는 파산절차가 신청*된 것만으로도 최고 없이 즉시해지할수 있도록 함 특히 우리나라 금융회사들은 국제스왑파생상품협회(International Swap
 & Derivative Association, Inc. 이하 ISDA)의 표준계약서를 거의 그대로차용하고 있는데, 위 약관 조항에 대하여는 ISDA약관보다 고객에게 불리하게변경하여 사용하고 있음.",약관법 제9조 제3호,
10055,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약해지·갱신 관련 조항,[장외파생상품거래] 즉시 계약 해지 조항,"채권자가 회생·파산신청한 경우 최고절차 없이 즉시 계약을 해지하는조항어느 당사자 또는 그의 담보제공인(이하 이들을 합쳐 이 조 및 제7조에서 “당사자 등”이라
 한다)에게 다음 각호의 1에 해당하는 사유가 발생하는 경우에는 해당 당사자에게 귀책거래종료사유가 발생한 것으로 본다. 11. 당사자 등 또는 제3자가 당사자 등에 대하여 「채무자 회생 및 파산에 관한 법률」상 회생절차또는 파산절차를 신청한 경우","민법상 이행지체 시 상당한 기간을 정하여 이행을 최고하고 그기간내에 이행하지 않을 때에 비로소 계약을 해지할 수 있음.해당 약관 조항은 담보 제공 의무를 위반하는 경우, 채권자 등에의해회생절차 또는 파산절차가 신청*된 것만으로도 최고 없이 즉시해지할수 있도록 함 특히 우리나라 금융회사들은 국제스왑파생상품협회(International Swap
 & Derivative Association, Inc. 이하 ISDA)의 표준계약서를 거의 그대로차용하고 있는데, 위 약관 조항에 대하여는 ISDA약관보다 고객에게 불리하게변경하여 사용하고 있음.",약관법 제9조 제3호,
10056,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약조건의 일방적 변경 조항,[CMA] 사업자의 자의적인 서비스 해지․변경 조항,"사업자가 자의적으로 서비스 이용계약을 해지․변경하는 조항제11조 (약정의 해지 및 변경)
 ② 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우 회사는 CMA 서비스 약정을 해지할 수 있습니다. 1. 고객이 약관의 중요한 사항을 위반하는 경우, 회사가 고객에게 14일 이상의 기간을 부여하여주어 시정 조치를 요구하고, 고객이 적절한 조치를 취하지 아니한 때.","서비스 이용계약에서 서비스 제공은 계약의 주된 급부로서, 서비스의해지· 변경·제한은 고객의 계약상 권리·의무에 중대한 영향을 미치는 사항임.  따라서 서비스 해지·변경·제한 사유는 불가피한 경우에 매우 제한적으로 인정되어야 할 뿐만 아니라, 그 사유 또한 구체적이고 명확하여야함","약관법 제9조제2호, 제10조 제2호 및 제6조 제2항 제1호",
10057,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,계약해지·갱신 관련 조항,[실시간 시세정보서비스] 계약 자동연장 조항,"고객이 별도의 “서비스” 해지신청을 하지 않는 경우, “서비스” 이용권한이 자동 연장되며, 매월 첫 영업일에 “고객”의 “서비스“ 신청계좌에서 해당월 이용요금이 외화(결제통화)로 자동으로 징수된다","고객은 서비스 계약이 존속되는 동안 회사에게 이용 요금을 지급하므로, 계약 기간 만료 시 계약을 연장할 것인지 혹은 종료할 것인지는 중요한계약 내용임.  그런데 해당 약관 조항은 계약 기간을 명시적으로 규정하지 않고, 월단위로 요금을 지급받으면서 별도의 해지 의사 표시가 없는 경우자동연장이 되는 것으로 규정하고 있음.",약관법 제12조 제1호,
10058,161214(조간)불공정한+금융투자약관조항에+대한+시정요청_보도자료,고객 선택권 제한 조항,[비상장 주식 중개서비스] 중개신청을 제한하는 조항,회사는 비상장주식 거래자가 신청한 가격이 다음의 각 호에 해당할 경우 회사는 거래자의 중개신청에 응하지 않고 해당 게시물을 삭제,중개업자는 고객으로부터 일정한 업무를 위임받은 것으로서 선량한관리자로서 주의의무를 가짐.  고객이 수량과 가격을 반대로 명시한 것이 명백한 경우에는 금융회사는고객의 진정한 의사를 확인하여 거래의 기회를 보장하는 것이 타당함.,약관법 제6조 제2항 제1호,
10059,170728(조간)P2P대출+플랫폼+불공정약관+시정_보도자료,기타 불공정 조항,자의적인 추심 위임 조항,여신회사”는 본 항의 각 호에 해당하는 경우 “여신회사”가 지정하는 업체에 채권 의 추심을 위임할 수 있습니다.- 채권의 보전을 위해 반드시 필요하다고 “여신회사”가 판단한 경우,"P2P 대출계약에서P2P 플랫폼사업자와연계된대부업체는 법적인 채권자로서, 연체채권에대한추심업무를제3의업체에위임 할 권리가있으나, 그로 인한 경제적 부담은고객이진다. 추심 업무를 추심 업체에 위임하는 경우 추심 수수료가 발생하고 이는 고객인 투자자의 부담이 되나, 해당 약관 조항들은 사업자가 어떠한 경우추심을위임하는지, 그때발생하는수수료는얼마인지 등을 구체적으로 밝히지 않고있다. 따라서사업자는추심위임이불필요한경우에도추심을위임하여 투자자에게예측하지못한손실을입힐가능성이있으므로부당하다.",약관법 제10조 제1호,"“여신회사”는 본 항의 각 호에 해당하는 경우 “여신회사”가 지정하는 업체에 채권 의 추심을 위임할 수 있습니다.- 수차례 유선상의 연락에도 불구하고 연락 이 되지 않거나 채무자가 직접 채권상환의 지가 없음을 명확하게 전달하여, 현장방문 진행 등 채권의 보전을 위해 반드시 필요 하다고 “여신회사”가 판단한 경우"
10060,170728(조간)P2P대출+플랫폼+불공정약관+시정_보도자료,기타 불공정 조항,자의적인 추심 위임 조항,"상기 1항의 규정에 의해 채권 추심을 위임하는 경우, 채권 회수금액의 일정비율에 해당하는 회수성공수수료를 “여신회사”가 추심을 위임한 업체에 지불할 수 있으며,투자자는 그로 인해 발생한 투자금의 손실에 대해 이의를 제기하지 않습니다.","P2P 대출계약에서P2P 플랫폼사업자와연계된대부업체는 법적인 채권자로서, 연체채권에대한추심업무를제3의업체에위임 할 권리가있으나, 그로 인한 경제적 부담은고객이진다. 추심 업무를 추심 업체에 위임하는 경우 추심 수수료가 발생하고 이는 고객인 투자자의 부담이 되나, 해당 약관 조항들은 사업자가 어떠한 경우추심을위임하는지, 그때발생하는수수료는얼마인지 등을 구체적으로 밝히지 않고있다. 따라서사업자는추심위임이불필요한경우에도추심을위임하여 투자자에게예측하지못한손실을입힐가능성이있으므로부당하다.",약관법 제10조 제1호,"상기 1항의 규정에 의해 채권 추심을 위 임하는 경우, 채권 회수금액의 일정비율에 해당하는 추심수수료를 아래와 같이 “여신회사”가 수취할 수 있으며,
이는 “여신회사”가 추심을 위임한 업체에 지불하는 추심수수료 및 “여신회사”가 직접 투여한 채권추심비용의 보전을 위한 추심성공수수료를 모두 포함하고 있습니다.
 a. 채권 연체기간 6개월 미만 : 회수금액의 최대 15%
 b. 채권 연체기간 6개월 이상 12개월 미만 : 회수금액의 최대 20%
 c. 채권 연체기간 12개월 이상 : 회수금액의 최대 30%"
10061,170728(조간)P2P대출+플랫폼+불공정약관+시정_보도자료,기타 불공정 조항,"자의적인 채권 매각, 채무 감면 조항",투자자가원리금수취권을보유하고있는 해당대출건의연체일이365일을초과할 경우여신업체는해당채권을신용회복기 금혹은여신업체가지정하는업체에투 자자의동의없이매각할수있습니다.,"대출계약의채무자가원금이나이자상환을지연하여상환 가능성이 낮은경우, 채무일부를감면해주거나채권자체를제3자 에게 매각함으로써 투자금의 일부라도 일찍 회수하고 투자 관계를 종료하는 것이 사업자와 투자자에게 유리한 경우가있다. 그러나 대출채권을할인하여 매각하거나채무자의채무일부를감면 해주는 경우 투자자의 수익이 감소하거나 경우에 따라 원금 손실이 발생할 수있다. 그런데 사업자로서는 투자자들에게 공시되는 연체율을 관리하거나 유지비용을절감하기위해 해당조항을근거로 불필요하게채권을 할인하여 매각하거나 채무를 감면할수있으므로부당하다.",약관법 제10조 제1호,"①투자자가원리금수취권을보유하고있는 해당대출건중투자자의투자금과투자수 익률에대한손해가발생하지않는대출건 에한하여온라인대출정보연계대부업자는 해당채권을온라인대출정보연계대부업자 가지정하는업체에투자자에게통지하고 매각할수있습니다.이경우해당채권은 투자자에게조기상환될수있습니다.회사 와온라인대출정보연계대부업자는채권을 매각하기3일전까지제20조(회원에대한 통지)에서정한방법으로이해관계있는 투자자에게통지하고,이러한사항을사이 트에게시합니다. ②채권을매각하게되는경우중투자자가 원리금수취권을보유하고있는해당대출 건의연체일이90일을초과하여손실이 발생하는경우에한하여원활한매각을 위하여투자자의동의를얻어채권을할 인하여매각할수있고,해당채권의매각 금액에서매각에소요되는비용을공제한 잔여금을회사에지급할수있으며,회사 는지급받은금액을자금출연비율에맞 게투자자에게분배합니다.이경우투자 자는채권의매각으로인해투자금의손 실이발생할수있습니다."
10062,170728(조간)P2P대출+플랫폼+불공정약관+시정_보도자료,면책·책임 제한 조항,포괄적인 사업자 면책 조항,"회사와 여신업체는 귀하의 투자 행위에 대 한 결과에 대해 어떠한 책임 도 지지 않으 며, 귀하는 어떠한 경우에도 회사와 여신 업체에게 귀하의 투자 행위에 따른 결과에 대한 법적, 사회적, 물질적 배상 및 보장을 요구할 수 없습니다.","P2P 대출은성질상차입자가채무를이행하지않아투자 손실이발생할가능성이있고, 금융위가이드라인도P2P 대출사업자 들이‘원금보장’, ‘확정수익’ 등의문구를사용하지못하도록규정 하고있다. 그러나투자손실이발생함에있어사업자가고객에게차입자등에 대한 잘못된 정보를 제공하였거나, 채권 관리를소홀히하는등의 과실이 있을 가능성을배제할수는없다. 따라서투자손실이사업자의고의또는과실에기인하는경우에도 사업자를 면책하는 조항은 부당하다.",약관법제7조 제1호,"회사와 온라인대출정보연계대부업자는 귀 하의 투자 행위에 대한 결과에 대해 책임 지지 않으며, 귀하는 회사와 온라인대출정 보연계대부업자의 고의 또는 과실 없이 발생한 귀하의 투자 행위에 따른 결과에 대한 법적, 사회적, 물질적 배상 및 보장 을 요구할 수 없습니다."
